,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
89,89,2019-01-01 01:08:31,213112402583773,fraud_Brekke and Sons,gas_transport,81.85,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,4e2abdbd30c0353eeddf16650e1fc46b,1325380111,33.828472999999995,-81.642924,0
90,90,2019-01-01 01:09:22,3592325941359225,fraud_Mraz-Herzog,gas_transport,59.7,Ashley,Robinson,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,1935-08-15,9431e17d0ed2ec210587c4085d4c6887,1325380162,36.962777,-77.640054,0
91,91,2019-01-01 01:09:41,4683520018489354,fraud_Ledner-Pfannerstill,gas_transport,90.54,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,295b782f9fa48f76f508179ec6412f9d,1325380181,32.990285,-117.836803,0
92,92,2019-01-01 01:09:57,3502088871723054,fraud_Padberg-Welch,grocery_pos,50.57,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,0cf233c92827db6083d311379ad67d46,1325380197,38.394608000000005,-76.437916,0
93,93,2019-01-01 01:09:57,180048185037117,"fraud_Rippin, Kub and Mann",misc_net,3.79,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,7c63dd07b14aac7dc99f4587d83dd599,1325380197,40.813669,-75.283465,0
94,94,2019-01-01 01:10:16,6511349151405438,fraud_Kutch-Hegmann,grocery_net,54.54,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,1946-08-24,2d441ff99c98107300207fdfc6dc71f0,1325380216,38.69322,-115.87599,0
95,95,2019-01-01 01:11:02,4198470814557,fraud_Corwin-Gorczany,misc_net,3.35,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,054e43b7ffbe6f2315c2ef123f2da0c0,1325380262,41.907592,-95.809232,0
96,96,2019-01-01 01:14:11,4423489490781412,fraud_Huels-Nolan,gas_transport,50.61,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,1957-03-06,a76f5e9735622f062eb663f06c169a94,1325380451,41.027284,-89.416172,0
97,97,2019-01-01 01:14:11,3518234918950662,fraud_Jaskolski-Dibbert,grocery_net,50.74,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1970-09-11,8ba96beff66354e33f9fe96051a9a4a3,1325380451,34.266941,-96.709668,0
98,98,2019-01-01 01:14:55,6593250708747804,fraud_DuBuque LLC,grocery_pos,186.73,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1977-01-04,73e0bef38dd11227990b0e4e466d3706,1325380495,27.610009,-79.49811,0
99,99,2019-01-01 01:15:01,6011492816282597,fraud_Kutch-Hegmann,grocery_net,39.95,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1986-06-11,f487762b6cebc5a18abcfcb90b644c01,1325380501,33.651123,-91.902918,0
100,100,2019-01-01 01:16:52,6593250708747804,fraud_Brekke and Sons,gas_transport,55.18,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1977-01-04,3c6158c556727d527f8b51cc03b30236,1325380612,27.346033,-80.475563,0
101,101,2019-01-01 01:17:44,4149238353975790,"fraud_Mosciski, Gislason and Mertz",grocery_pos,92.99,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1989-04-08,82a8fce947e7d34e5bcf45fd9fe9f42d,1325380664,40.706082,-80.366274,0
102,102,2019-01-01 01:18:10,639046421587,fraud_Schmeler Inc,misc_pos,43.02,Dylan,Bonilla,M,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",1986-06-20,d326f783a50d8654a38831c8ab97bee8,1325380690,41.419964,-79.957263,0
103,103,2019-01-01 01:19:02,2235613922823698,"fraud_Schaefer, McGlynn and Bosco",gas_transport,51.33,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,a8af4c635415817aaeea5cbbe380e010,1325380742,42.508248,-105.34481,0
104,104,2019-01-01 01:19:13,5104807169438134,fraud_Williamson LLC,misc_pos,47.85,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,1978-07-08,dd8b591a334c3fc2f2b3d575bb25d3a5,1325380753,40.712685,-72.124522,0
105,105,2019-01-01 01:20:50,180040027502291,fraud_Pouros-Conroy,shopping_pos,9.23,Mary,Schmidt,F,022 Moore Island,New York City,NY,10162,40.7699,-73.9511,1577385,Audiological scientist,1957-12-29,bcba3232a5192f63bb055c14f71542a7,1325380850,41.395142,-74.887524,0
106,106,2019-01-01 01:21:50,4129767952109660,fraud_Erdman-Kertzmann,gas_transport,80.36,Cheryl,Ballard,F,248 James Squares Apt. 838,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",1972-06-14,9088a967b5eba8188e88a447225a5a0b,1325380910,46.60956,-96.630804,0
107,107,2019-01-01 01:22:14,4018105808392773675,fraud_Kuhn LLC,misc_net,6.36,Katherine,Love,F,5884 Sandoval Square Apt. 371,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1935-04-15,99b8d1e83b17dad071aedb850c3a8da9,1325380934,39.926556,-73.774415,0
108,108,2019-01-01 01:22:56,4474324669797121,fraud_Fisher-Schowalter,shopping_net,226.33,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1927-09-09,208e003f309f9db37b3c40ddc9271908,1325380976,36.819789,-119.670559,0
109,109,2019-01-01 01:23:00,30376238035123,fraud_Medhurst PLC,shopping_net,215.99,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,e13482d8e24ed41362ff84bb9f100623,1325380980,42.988724,-123.904978,0
110,110,2019-01-01 01:23:17,348789608637806,fraud_Kerluke Inc,misc_net,1.47,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,1950-08-19,6569a85a160476c677bf9a4c2da40cfd,1325380997,41.14486,-99.38762,0
111,111,2019-01-01 01:23:26,180014262259255,fraud_Stark-Batz,entertainment,5.83,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,14eb123e2dc9745d0ca4c87a5469ffe4,1325381006,31.798954,-86.213243,0
112,112,2019-01-01 01:23:38,2260801330657968,"fraud_Gottlieb, Considine and Schultz",shopping_net,51.04,Monique,Fox,F,755 Gardner Heights Apt. 420,Paxton,MA,1612,42.3066,-71.9202,4845,Accounting technician,1926-09-14,32b073ebd568a36b9720f92882a0ac04,1325381018,41.948237,-71.668538,0
113,113,2019-01-01 01:23:50,4979422371139333,fraud_Bauch-Raynor,grocery_pos,122.05,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1935-02-10,d83aa7370cef2c7a209118f313d0b360,1325381030,41.609064,-99.650276,0
114,114,2019-01-01 01:25:26,375767678113375,"fraud_Adams, Kovacek and Kuhlman",grocery_net,106.19,Christopher,Patterson,M,16744 Campbell Wall Apt. 372,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,1962-04-12,1d088cdb9fa62ea5cbd482110abaedf0,1325381126,38.336898,-79.568795,0
115,115,2019-01-01 01:26:03,6011388901471808,"fraud_Huel, Hammes and Witting",grocery_pos,129.09,Jacqueline,Marsh,F,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,1951-02-05,d97964d0b996ba0d0dbf2aae5f558dcd,1325381163,40.92927,-79.548333,0
116,116,2019-01-01 01:28:22,3592325941359225,fraud_Grimes LLC,entertainment,7.06,Ashley,Robinson,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,1935-08-15,d27fd7a3300953b0cb67d38e65c2f344,1325381302,37.426207,-76.502881,0
117,117,2019-01-01 01:28:24,4607072969078276,fraud_Rodriguez Group,gas_transport,61.71,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,1985-03-21,2b76f72055163acfeaa19f6c1f15314c,1325381304,36.694647,-97.517515,0
118,118,2019-01-01 01:30:21,4229733778084049,fraud_Bernhard Inc,gas_transport,45.77,Tyler,Mills,M,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,1990-05-03,949a6e32484f6a256a45bf09625165ff,1325381421,36.687137,-85.278013,0
119,119,2019-01-01 01:30:46,502012776709,fraud_Bernhard Inc,gas_transport,61.0,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,1945-09-20,4162cf5479ea1c7fb0d55dfdb1df834c,1325381446,43.123814,-75.05216899999999,0
120,120,2019-01-01 01:31:42,4642894980163,fraud_Wuckert-Walter,grocery_net,38.7,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1990-07-13,83afa07b375903bed0eef11840145895,1325381502,39.880088,-94.193907,0
121,121,2019-01-01 01:31:53,501882822387,fraud_Weber and Sons,food_dining,98.24,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,6658882e9274e3d6fc3dffa5593b8ad6,1325381513,30.906565000000004,-90.486622,0
122,122,2019-01-01 01:32:28,30270432095985,"fraud_Herman, Treutel and Dickens",misc_net,3.66,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,895bfdf48e8c52d12f11b180712438fa,1325381548,40.7433,-90.088705,0
123,123,2019-01-01 01:32:31,4683638447911,fraud_Halvorson Group,misc_pos,34.11,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,4afacee0a85f77dbd5b16fb0e29512ac,1325381551,30.474879,-91.588063,0
124,124,2019-01-01 01:32:37,3567879740649740,fraud_Rau and Sons,grocery_pos,134.66,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,19853c021cb7ef4ffa32f76c16193a1b,1325381557,43.994486,-75.60383900000001,0
125,125,2019-01-01 01:33:51,3568736585751727,fraud_Kutch-Hegmann,grocery_net,55.6,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,1974-03-13,a85f17caa74a4eb0acaff9bae866b1d9,1325381631,41.081282,-92.85909,0
126,126,2019-01-01 01:33:52,3567879740649740,fraud_Koss and Sons,gas_transport,58.79,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,e464e694234a447e69ae2b3d4afb7804,1325381632,44.015435,-76.027125,0
127,127,2019-01-01 01:34:10,5104807169438134,fraud_Smitham-Schiller,grocery_net,57.43,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,1978-07-08,7b8a169e6c95ced581a7f227f60803cf,1325381650,41.669034,-73.27160500000001,0
128,128,2019-01-01 01:34:25,6011104316292105,fraud_Hudson-Ratke,grocery_pos,83.81,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,4e00575ea0d37490f513525361b3cfd3,1325381665,36.822396000000005,-78.452392,0
129,129,2019-01-01 01:34:25,3506592072985012,fraud_Hills-Olson,grocery_net,27.03,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,63021,38.577,-90.5255,92608,"Engineer, communications",2001-07-26,011f7fc2db063dc3f63219a76e052ace,1325381665,38.984909,-90.842219,0
130,130,2019-01-01 01:36:06,3519607465576254,fraud_Durgan-Auer,misc_net,23.8,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,98fec127a1545ec4dad787e5326bd374,1325381766,40.110823,-124.429537,0
131,131,2019-01-01 01:36:48,676245600876,"fraud_Swaniawski, Lowe and Robel",shopping_pos,3.74,Ashley,Blanchard,F,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,870f6880d0de3956e68e8942126527ac,1325381808,26.192035,-80.03285699999999,0
132,132,2019-01-01 01:36:54,36360452125889,fraud_McDermott-Rice,misc_pos,9.07,Christopher,Raymond,M,766 Potter Well,West Chazy,NY,12992,44.797,-73.5112,4778,Engineering geologist,1954-06-14,fd55311b9dc5f80cb7d99cb861f9dcde,1325381814,44.070021,-73.68845400000001,0
133,133,2019-01-01 01:37:06,3543299015720986,"fraud_Raynor, Reinger and Hagenes",gas_transport,64.72,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,395dc5bf20e1fd8cf0f0a5e51b816998,1325381826,36.265214,-81.891953,0
134,134,2019-01-01 01:37:06,6011504998544485,fraud_Pacocha-O'Reilly,grocery_pos,92.56,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,9439af9f09040eac2c5f02dbdcc37a9f,1325381826,33.347838,-86.819795,0
135,135,2019-01-01 01:37:20,3567879740649740,fraud_DuBuque LLC,grocery_pos,113.19,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,61aa9cb51f56910884272f434a55955c,1325381840,44.465636,-75.525258,0
136,136,2019-01-01 01:38:31,4958589671582726883,fraud_Powlowski-Weimann,food_dining,187.27,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,5476b80d8bdaa67fea1537b64eeb1f15,1325381911,38.301944,-76.507232,0
137,137,2019-01-01 01:39:04,3565943051129759,"fraud_Langosh, Wintheiser and Hyatt",food_dining,68.24,David,Thomas,M,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,1963-05-23,b3b9fb3557a216135aba6469b2edc761,1325381944,42.699989,-93.883915,0
138,138,2019-01-01 01:41:22,4060579726528237,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,636.41,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,1948-11-14,25240538cb76fe0e9f55c3eb2c5e3bf9,1325382082,39.936995,-94.604311,0
139,139,2019-01-01 01:41:24,4186530744674,fraud_Rempel Inc,shopping_net,500.92,Casey,Howell,F,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,1966-11-10,837eefecce8e6e71f5634b437a982d3d,1325382084,34.3281,-81.727628,0
140,140,2019-01-01 01:41:39,5559857416065248,fraud_Pacocha-Bauch,shopping_pos,2.1,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,1945-12-21,53fb041938a6e239a2e1679d27a7f9c2,1325382099,41.096733,-122.623454,0
141,141,2019-01-01 01:42:45,6515067575568369,fraud_Bins-Rice,gas_transport,69.54,Kevin,Pena,M,2674 Bentley Radial,Damascus,VA,24236,36.6403,-81.7776,3085,Land/geomatics surveyor,1990-10-15,9ea93e7b76291b4f4a718b4a6f36f8ed,1325382165,35.906566,-82.096532,0
142,142,2019-01-01 01:43:03,30074693890476,fraud_Emard Inc,gas_transport,84.23,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,482cd31997516a573938c06622dd29d4,1325382183,37.814677,-101.502441,0
143,143,2019-01-01 01:43:59,3541687240161491,fraud_Kutch and Sons,grocery_pos,117.77,Mark,Nguyen,M,62631 Ashley Ramp Apt. 965,Sea Island,GA,31561,31.1989,-81.3322,298,"Engineer, structural",1963-04-22,fc3e8d99c4edcba65fd3a900229220f4,1325382239,31.167024,-80.801294,0
144,144,2019-01-01 01:44:52,213175487106448,fraud_Fisher Inc,shopping_net,5.61,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1954-12-10,b799e535538924c4820e1960d99ee0f7,1325382292,32.715671,-100.074321,0
145,145,2019-01-01 01:44:52,36721445180895,"fraud_Olson, Becker and Koch",gas_transport,71.74,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,91a6d1b53cde6964ec74f34d3f087579,1325382292,43.392165000000006,-75.505542,0
146,146,2019-01-01 01:45:21,3511378610369890,fraud_Friesen-D'Amore,gas_transport,75.76,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,daa13862b3a74247a7ec2b9c91f57ac4,1325382321,33.816815000000005,-86.429446,0
147,147,2019-01-01 01:46:08,6011367958204270,"fraud_Reilly, Heaney and Cole",gas_transport,83.1,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,93717217656859083b507e32bdc6577b,1325382368,42.206551,-81.59184499999999,0
148,148,2019-01-01 01:46:40,38199021865320,fraud_Boyer PLC,misc_pos,32.82,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,a05deff7a60c8b5ef65f780ef5c09743,1325382400,42.348367,-72.68946700000001,0
149,149,2019-01-01 01:47:00,213113028819344,fraud_Cummings LLC,gas_transport,57.5,Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,1959-09-27,ffaa189d06b4978eb5398b669b02547b,1325382420,42.740793,-74.959902,0
150,150,2019-01-01 01:47:09,4653879239169997,"fraud_Adams, Kovacek and Kuhlman",grocery_net,53.87,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,47d1b0ee1ad5619a39708fec07275ae7,1325382429,36.784818,-86.36912199999999,0
151,151,2019-01-01 01:49:06,374125201044065,fraud_Luettgen PLC,gas_transport,47.1,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,e58818f6b3f998f5c287bcf35259fed9,1325382546,38.863724,-77.122748,0
152,152,2019-01-01 01:49:35,30074693890476,fraud_Boyer PLC,misc_pos,184.83,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,39d3648622f26dc97a2df65d8b074b32,1325382575,37.392254,-101.332313,0
153,153,2019-01-01 01:49:37,3583635130604947,fraud_Cassin-Harvey,grocery_net,56.35,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,4f42c5730ad43d9b374109ff923b4c76,1325382577,39.220115,-74.711564,0
154,154,2019-01-01 01:50:26,3541160328600277,fraud_Funk Group,grocery_net,55.81,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,6ba46336972d5dbe7a38ffb214d9803e,1325382626,39.575819,-90.149623,0
155,155,2019-01-01 01:50:31,3519607465576254,"fraud_Reilly, Heaney and Cole",gas_transport,67.91,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,8e364131ffb75a95c9a04b304c9994e4,1325382631,41.137569,-123.63216,0
156,156,2019-01-01 01:53:40,348379466427142,fraud_Luettgen PLC,gas_transport,75.82,Michael,Rowe,M,7428 Martinez Flats,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,1957-01-23,07ace7bae64a01639040a26599e27724,1325382820,28.802621,-80.313624,0
157,157,2019-01-01 01:54:46,4683638447911,fraud_Goodwin-Nitzsche,grocery_pos,123.14,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,5cfc5255cf34ff3affe2f7c2319aa09a,1325382886,31.021036,-92.90296,0
158,158,2019-01-01 01:56:49,374821819075109,fraud_Pacocha-Bauch,shopping_pos,8.34,Zachary,Boone,M,3703 Benson Wells,Palmyra,NY,14522,43.0622,-77.2218,9565,Exhibition designer,1927-12-11,8f839e739055218d8e7e468de7d5f111,1325383009,42.624988,-76.508987,0
159,159,2019-01-01 01:56:51,30442439074871,"fraud_Parisian, Schiller and Altenwerth",misc_net,14.03,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,1981-06-22,c5b45db3f9af5c8f13573906e7dafcdc,1325383011,40.868184,-76.283066,0
160,160,2019-01-01 01:58:20,213124978348176,fraud_Metz-Boehm,shopping_pos,1.46,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,abf8bf5819e8d74e53f7241da9e3714b,1325383100,42.817788,-77.47053199999999,0
161,161,2019-01-01 01:59:23,4646845581490336108,"fraud_Monahan, Bogisich and Ledner",misc_pos,10.26,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,343e889c6eb9e38d1fe0a557247fc26d,1325383163,40.711398,-73.523504,0
162,162,2019-01-01 02:00:05,2233882705243596,fraud_Koelpin and Sons,misc_net,3.67,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,1960-01-16,a28c5d7c17b0355649ae04a17d32d335,1325383205,33.663412,-89.613292,0
163,163,2019-01-01 02:00:11,4623560839669,fraud_Kuhic LLC,shopping_net,8.95,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954-07-15,056cc4326ddd0af0d9341dc101dc4b5f,1325383211,42.658626,-94.486224,0
164,164,2019-01-01 02:00:43,374656033243756,fraud_Koepp-Parker,grocery_pos,51.6,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1984-07-03,76f52c6f0f35f6e2a4335e4f1b115339,1325383243,38.197108,-77.644807,0
165,165,2019-01-01 02:01:07,4997733566924489,fraud_DuBuque LLC,grocery_pos,204.72,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,6678b8bfd6c52a40aa0f126bbc881557,1325383267,44.156171,-92.805728,0
166,166,2019-01-01 02:01:36,36890292963032,"fraud_Stehr, Jewess and Schimmel",misc_net,4.47,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",1950-04-05,745ed604f0a65fa57549202c92b05db9,1325383296,32.826449,-82.00013100000001,0
167,167,2019-01-01 02:01:51,4538566639857,"fraud_Quitzon, Green and Bashirian",shopping_pos,4.08,Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74.0,13835,"Programmer, multimedia",1967-05-28,7d57fc04294a420edd54fd74f22abbcb,1325383311,40.148746,-74.840312,0
168,168,2019-01-01 02:02:04,3514897282719543,"fraud_Nicolas, Hills and McGlynn",entertainment,145.75,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,debedd2588067ec99d29d26c343d90b6,1325383324,42.446162,-78.048599,0
169,169,2019-01-01 02:02:23,4089096483689733451,fraud_Rodriguez Group,gas_transport,56.34,Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,1983-10-14,7d1d42e16e58589910edff6b4c48b88b,1325383343,32.044628,-94.761666,0
170,170,2019-01-01 02:02:53,4410582919485061752,fraud_Leannon-Ward,food_dining,31.8,David,Cole,M,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",1969-03-02,2e38af6a2565dc98b17aca30c78f9796,1325383373,31.648009,-80.60297299999999,0
171,171,2019-01-01 02:03:48,3577663406369449,fraud_Friesen-Stamm,gas_transport,63.39,Cody,Hooper,M,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,1968-10-06,6c6ea044f3bf8b9b938cc973e4db1de5,1325383428,34.798873,-89.494405,0
172,172,2019-01-01 02:04:41,3558652751678952,fraud_Botsford Ltd,shopping_pos,8.29,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,1931-01-26,232a0c3c1e713a6af2996a897705af02,1325383481,33.193514,-93.437407,0
173,173,2019-01-01 02:06:56,2318062975163331,fraud_Bradtke PLC,grocery_pos,78.13,William,Martinez,M,0207 Griffith Plains Apt. 544,Louisiana,MO,63353,39.4336,-91.0664,4593,"Teacher, early years/pre",1940-11-11,e46a01d459665d3466b3a2148eb80f4e,1325383616,40.247129,-91.699005,0
174,174,2019-01-01 02:08:13,4998109455173950,"fraud_Zieme, Bode and Dooley",gas_transport,52.67,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,29768857d3597be571bce4497a48c735,1325383693,39.662816,-93.712244,0
175,175,2019-01-01 02:08:48,4079773899158,fraud_Hills-Witting,shopping_net,2.11,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,3749d51cb61d34bcaae08fcbee53fceb,1325383728,44.710102,-117.229968,0
176,176,2019-01-01 02:10:12,4740713119940984,fraud_Brown-Greenholt,entertainment,5.27,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1962-10-16,9f55bd65f64193f1b1a46a99c93e7844,1325383812,41.788775,-74.471154,0
177,177,2019-01-01 02:12:07,4979422371139333,"fraud_Bernhard, Grant and Langworth",shopping_pos,1.42,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1935-02-10,0020b02e5638ee80c7176007e1b483fa,1325383927,40.790587,-99.011834,0
178,178,2019-01-01 02:12:48,6011552879910390,fraud_Lockman Ltd,grocery_pos,104.08,Robert,Long,M,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05,991f851c15545feaa5c0c90e264a66a3,1325383968,41.677942,-110.829354,0
